,C3L-03394,C3N-03428,C3L-02112,C3N-01719,C3N-03670,C3N-02998,C3N-03211,C3L-01052,C3N-00512,C3N-02295,C3N-01012,C3N-01502,C3L-01053,C3L-03632,C3L-00401,C3L-01054,C3N-00517,C3N-03440,C3L-04495,C3N-04284,C3N-00957,C3L-03395,C3N-00303,C3N-00513,C3N-01166,C3N-01382,C3N-01011,C3L-04473,C3L-00640,C3L-00189,C3N-01998,C3L-01036,C3N-03069,C3L-00881,C3N-01715,C3N-03426,C3N-00198,C3N-01380,C3N-01388,C3L-03388,C3N-02589,C3L-03356,C3N-02944,C3N-00436,C3L-00928,C3L-01124,C3N-02592,C3N-01383,C3N-03439,C3N-03006,C3N-01165,C3N-03173,C3L-04475,C3L-04853,C3L-02701,C3L-00102,C3N-01375,C3N-03884,C3N-01168,C3L-00622,C3N-01381,C3L-01703,C3L-02118,C3L-03628,C3N-03780,C3L-01637,C3N-04119,C3L-02899,C3N-02971,C3N-02573,C3L-00819,C3N-01714,C3L-02116,C3L-01453,C3L-03635,C3N-00518,C3N-03840,C3L-02606,C3N-03061,C3L-04848,C3N-00514,C3L-02897,C3L-01687,C3N-02940,C3L-04080,C3N-03853,C3N-04283,C3L-02109,C3L-03630,C3L-01662,C3N-00709,C3N-03007,C3N-03665,C3L-01598,C3L-00599,C3L-01051,C3N-01716,C3N-03839,C3L-04479,C3L-00625,C3N-03754,C3L-01037,C3N-03666,C3N-04126,C3L-00017,C3L-01689,C3L-04027,C3N-02585,C3N-03039,C3N-03086,C3L-02463,C3N-00249,C3L-00589,C3N-00302,C3L-03743,C3N-00511,C3N-03190,C3N-00516,C3L-02610,C3N-02579,C3N-03000,C3L-00598,C3N-03430,C3L-02809,C3N-02768,C3L-03123,C3N-02010,C3L-01031,C3N-01167,C3L-01971,C3L-02604,C3L-00277,C3L-01328,C3L-03639,C3N-04282,C3L-04072,C3L-02613
hsa-miR-196a-5p,1.75683790095495,3.23668701660103,5.67778596824698,NA,2.61506605342482,4.94316494673317,NA,2.98074382775588,4.48970852139832,2.71239532107823,2.013118740917,5.00118321119117,2.12060019233794,NA,4.91093284228966,4.60394362261404,3.16438216290715,NA,NA,NA,6.13572186400322,2.37569880346957,5.4465139944858,4.29696815765559,6.07388593592272,5.51179582362737,3.39479137528147,NA,5.74058954871087,3.49213323374518,3.84788162958836,7.0065441575197,2.27707238696606,6.14298765804296,5.62141432415841,5.5235042494095,5.93781570970014,6.13266681412457,7.025270823204,NA,3.07707147268913,NA,3.37221139685857,4.45529054943099,4.77947531654597,NA,2.87102039311472,5.11924485596518,NA,1.49990366366806,2.91687185043286,2.03697577108156,NA,NA,2.84466006382549,4.47592430246567,5.82904781652583,NA,5.77476738844267,6.40037420723998,6.1045180261472,7.02201692514352,6.60416836460626,NA,0.971792981416474,4.79085965816695,2.73987636056294,NA,3.14383177026393,2.13678466366661,5.44815482515787,6.29882645506891,6.49950539551277,7.26220050567158,3.28798478909534,4.52808482914063,4.10723751579444,7.25790472889395,NA,NA,5.17852141332758,NA,4.96630034079989,NA,NA,NA,NA,3.49013491226599,NA,5.34994224754576,3.1809531674165,1.78498000654797,0.725243359320017,7.79856264612328,6.00396352992026,5.64464656241028,1.94932387014982,2.91140245869156,2.61508373091148,7.8367488281128,NA,2.35693069753363,3.05695937052243,NA,5.68220916105934,6.7173340863076,NA,NA,2.01049473267862,NA,2.9034399518078,6.57613434341562,7.24349730494816,6.36866715776263,NA,8.04963160020163,NA,5.08088192025248,5.38045535721708,1.9975206961203,2.17480377992004,5.94944662924145,2.64059577919494,3.97140821747028,NA,NA,NA,6.39259441603837,8.2533113089055,5.76463814634663,6.00319255170737,7.13607502536187,6.19798299412422,3.37716708112578,NA,NA,4.80478511344113
hsa-miR-196b-3p,1.75683790095495,2.23668701660103,NA,3.58057760744356,4.20002855414598,2.35820244601201,NA,NA,NA,2.71239532107823,NA,NA,NA,NA,-4.00494653654611,NA,NA,NA,3.72970629339699,NA,NA,NA,-2.7774876797123,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27707238696606,-1.20019805740492,-2.09968486454878,NA,-1.95244856732097,-1.6338620944743,NA,NA,NA,2.00113729184408,NA,-3.90226145518709,NA,NA,NA,NA,2.24526639351547,3.08486616438922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73287057701995,-1.83960402815748,NA,NA,NA,NA,NA,NA,NA,-1.99892840105178,NA,NA,NA,1.70302228837418,NA,NA,NA,NA,NA,-2.84384639970088,NA,NA,NA,4.70807964960697,NA,4.68305537652481,NA,2.24189812336095,NA,NA,NA,NA,-3.59804213505858,-3.04452334407208,NA,NA,NA,NA,NA,NA,3.35693069753363,NA,1.97205898118939,-1.59856160907127,NA,NA,NA,4.01049473267862,NA,NA,-1.04835652149218,-2.29420644295949,-1.68118139168793,NA,-1.55306726481634,4.50641168657462,NA,-2.3855213236082,NA,3.75976628064119,NA,NA,3.38644571674912,NA,3.89217824408715,2.11198819416917,-1.42118677517867,NA,-1.49463434069097,NA,-1.86392497463813,NA,2.37716708112578,NA,NA,-2.11407812383346
hsa-miR-196b-5p,NA,NA,5.64986196668454,NA,NA,3.94316494673317,NA,3.53903837801496,4.43826175597965,1.71239532107823,NA,4.95918912252654,1.87267267889435,NA,4.99786847906094,4.59844763485919,3.69092797740299,NA,NA,NA,6.13106800499701,2.37569880346957,5.56236232317232,4.42057723974714,6.10078739305944,5.37119749345457,4.14202530490151,3.37878691573127,6.35672006752571,3.703280897914,3.79092574477629,6.88518412263364,2.27707238696606,6.16284157285159,5.88330871014554,2.93854174868835,6.00029267986552,6.45360074677604,7.01148700777091,NA,NA,NA,NA,4.39694656320019,4.71088823128856,NA,NA,5.07084803140607,NA,3.82183175855543,3.10374998515637,NA,NA,NA,NA,4.77899337010172,5.75853103644645,1.3729199117445,5.66111060664711,6.30145918116729,6.12344775468205,7.12588752291547,7.00525862767334,2.03037168452395,NA,4.5620951544179,NA,NA,NA,NA,5.53245305946453,6.35182564608624,6.44585815386058,7.28444451485565,NA,4.69554157499219,NA,7.26947942168072,NA,NA,5.34350567349962,NA,4.82191043146472,NA,NA,NA,NA,3.33919301419125,2.24189812336095,5.27921892381056,NA,NA,NA,7.72275841382306,6.45133168281509,5.65086955570044,2.10132696359487,NA,NA,7.77264349125699,2.96440987084133,NA,NA,NA,6.12595224404868,6.67659006885,NA,NA,3.59545723339977,NA,2.95074566658615,6.67956393307102,7.19262857860356,6.77517302342036,NA,8.11714637192223,3.76944609240841,5.55070251907895,5.56089763618696,NA,NA,6.14404349333167,NA,3.97140821747028,NA,2.89217824408715,NA,6.31352284504717,8.22284508064249,6.13326427518078,3.30275283356628,7.14730228078513,6.17367708760809,2.37716708112578,NA,NA,5.23021778408235
hsa-miR-197-3p,1.75683790095495,2.23668701660103,8.54258523036646,3.58057760744356,3.61506605342482,5.35820244601201,2.5074679067731,8.69996338120632,8.69791957657344,1.71239532107823,3.013118740917,8.59938828869318,8.58634558490744,2.96024394191633,7.98657530952958,8.27065702068315,8.49145356107047,5.4795672363252,4.72970629339699,2.8498874982103,10.382915554928,3.96066130419073,8.60729607038105,8.13526591362651,8.71443264848468,8.42143179597471,9.03916272129837,3.37878691573127,8.57783684507905,8.45917149070776,8.07458902838087,8.70533359926772,4.86203488768721,8.68683211584276,8.8865127226575,3.93854174868835,8.56817011323532,8.67362335411518,8.14583939439427,NA,NA,2.00113729184408,2.78724889613741,8.63082488698052,8.55143633206838,4.91540697356202,1.87102039311472,8.88127578751329,2.24526639351547,1.49990366366806,8.69011629550555,NA,2.93649153542674,2.91407504240432,2.84466006382549,8.09025172244587,8.87019418880241,3.69484800663186,8.58316284068667,8.61147086737354,8.26473195993687,8.7431161138507,7.55913966378071,2.03037168452395,2.97179298141647,8.73156853743709,2.15491385984178,3.31031796098651,NA,NA,7.70756761700941,8.91933719109758,8.77032620546192,8.43709834394297,1.70302228837418,8.48099180372171,2.10723751579444,8.85919184071855,NA,3.72914816926883,8.64725509721566,2.38677766388154,8.45015876160762,NA,NA,2.54102172113302,2.36112728163744,9.15297420540829,3.82686062408211,8.95571896689096,NA,3.78498000654797,3.53259828137762,8.94281239705506,8.18999474166791,7.97072630056811,7.92252694165132,2.91140245869156,2.61508373091148,8.38550978545061,NA,3.35693069753363,3.05695937052243,1.97205898118939,8.66000442481867,8.55871938504556,NA,3.0381603762709,NA,2.15163765698802,8.49938116026602,8.29075116337201,8.38351319868152,8.27737132374308,3.93427880830602,8.36019616581243,2.18448359168726,7.918529644701,8.31549628159886,2.9975206961203,2.17480377992004,8.26266802877791,NA,2.38644571674912,3.49766532431857,NA,2.11198819416917,8.36802080016867,8.55735168247682,8.74972949442954,5.11010775562388,8.45311071030922,8.58487952394952,2.37716708112578,NA,1.95521701744464,8.11413931845997
hsa-miR-197-5p,1.75683790095495,NA,0.557692122756672,NA,NA,NA,NA,-2.52705081244282,-3.8049122274933,1.71239532107823,NA,-1.92955412637172,-2.7122898218268,NA,-1.19759161448851,-3.43497536667826,-0.906007164984246,NA,NA,NA,NA,NA,-1.45555958482494,-1.40808818855588,-2.18114263389601,-1.20244969403875,NA,NA,-0.854357040582908,NA,-1.84328027496472,-2.87303909209309,NA,-1.39284313534732,-0.292329942491171,NA,-1.36748606659981,-2.6338620944743,-2.27622537177854,NA,NA,NA,NA,-1.31729895446594,-3.34980770039899,NA,2.87102039311472,-2.80259608110931,NA,2.49990366366806,-2.63771700124478,NA,NA,NA,NA,-2.37582473895038,-3.31561042630605,1.3729199117445,-2.43955173235809,-1.38970272338579,NA,-2.73287057701995,-1.83960402815748,NA,NA,NA,NA,NA,NA,NA,NA,-2.29922604509269,-3.70261842831769,-3.03127114316655,1.70302228837418,NA,2.10723751579444,-1.76834204375424,NA,NA,-1.25888389897972,NA,-2.01097958270003,NA,NA,NA,NA,NA,NA,NA,3.1809531674165,NA,0.725243359320017,NA,-2.04452334407208,NA,-3.54252922617985,NA,NA,-3.52025326415218,NA,NA,NA,NA,-1.59856160907127,-1.35591489572304,NA,NA,NA,NA,-2.58841314452188,-1.63331902221333,-0.83477482432219,-2.68118139168793,NA,-2.55306726481634,NA,-3.81998488772827,-3.97048382432936,NA,NA,-0.579333036086582,NA,NA,NA,NA,NA,-2.74311487006603,-2.34225699771783,-1.81656243557833,NA,NA,-0.927860938853976,NA,1.8585672090707,NA,-0.306723201775859
hsa-miR-1972,1.75683790095495,NA,NA,NA,NA,NA,NA,NA,NA,1.71239532107823,NA,NA,NA,NA,NA,NA,NA,NA,2.14474379267583,NA,NA,2.37569880346957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.03127114316655,NA,NA,NA,-4.09027013864161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96440987084133,NA,3.05695937052243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38644571674912,NA,NA,NA,NA,-3.92721949843898,NA,2.30275283356628,NA,NA,NA,1.8585672090707,NA,-3.11407812383346
hsa-miR-1976,NA,NA,1.97272962203552,NA,NA,NA,NA,2.22783668972065,1.97644748603136,NA,NA,1.71430206340301,2.64526218279128,NA,1.38737088623265,2.29294508788494,2.74934466362831,NA,NA,NA,2.2495898285615,NA,2.47043983373128,1.73486976528617,2.40381986682515,2.49799002410234,1.63183057258232,NA,2.51487676908281,2.01296539704662,1.70104024125909,0.296885909349227,NA,2.27553537356148,3.00883959222939,2.93854174868835,2.00174774306591,1.12102540768917,1.38673964094388,NA,NA,NA,NA,1.71244838892812,2.26490214371621,NA,NA,2.8121137630059,3.83022889423663,NA,1.94724549947638,NA,NA,NA,NA,1.79410026249193,1.7287836930524,NA,2.93548769898883,1.54889673195007,0.961560072305157,1.82171827465768,1.88286199631361,NA,NA,2.80466545769198,NA,NA,NA,3.13678466366661,1.39338902172698,1.74516807426576,2.05226907384577,2.36104627961221,NA,1.39324228685376,NA,1.81662045696691,NA,NA,2.77086344441433,NA,1.95864676825645,NA,2.38615155471961,NA,NA,2.55551092111801,2.24189812336095,2.61000508684826,NA,NA,NA,2.51048232171959,1.4473297522576,1.96074221199549,1.45747077382015,1.91140245869156,NA,1.12360292562254,NA,NA,NA,1.97205898118939,3.30832898653725,1.58268455961282,NA,NA,2.01049473267862,2.15163765698802,3.05544304525285,2.29741831534955,2.93461224753639,1.01925832645316,2.93427880830602,2.17485318974686,NA,0.987370034329338,1.55307813172766,NA,NA,1.33820480372145,NA,NA,NA,NA,NA,2.40663224943865,1.46509792433978,2.06608061378351,NA,0.943429947419478,2.59570101720304,NA,NA,1.95521701744464,3.05584687760885
hsa-miR-198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32147371751016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.74311487006603,NA,NA,NA,NA,NA,NA,NA,NA,NA
hsa-miR-199a-3p,15.6896985462721,15.2834699869574,12.9285913901671,15.8116487496708,15.441217268225,15.478602342001,15.8763835467399,12.8646458979043,13.1676301080342,15.7606267377807,15.3600479370203,12.6058123879769,13.1019546605889,15.5433267094193,12.8038165799043,13.0644968458833,12.5482407130708,15.275606845155,15.3549585151439,14.6491691197322,12.1746850195476,15.5339929070736,12.6645810725944,12.7432983873568,13.2372617934525,12.455287433671,13.171650291229,15.3407791466602,12.9155668719187,12.5812526316603,12.5704357925597,12.5675056921458,15.7476041681277,12.8201634138853,11.6498703528847,14.5098203672029,12.5714349455002,13.290219692768,12.9147952757534,15.8977218473534,15.4313208546344,15.7748946639839,15.4039125995989,12.820852829481,12.9700407956037,15.6676681373171,15.2997731180978,13.1675210468021,15.2552699148107,15.5269457192331,13.0405530142788,15.5931225442074,15.6684469091987,15.3098769137941,15.3382653708826,13.0112838468883,13.2193003418193,14.7960358218916,12.0629071698738,12.6350473832786,12.1629488897305,13.2526934472458,12.8037223247512,15.1828149863882,15.262387869499,12.2688319238082,15.6192681570481,15.6280132067517,15.3195372457899,15.2839895886088,12.7623111556544,12.2282204157798,12.6665699328297,13.1038870083239,15.6588537926101,13.003706032273,15.2297420001083,12.833718832733,15.417907859393,15.6162735667693,12.9518254900595,15.4610864053218,12.7065004982574,15.3934533743518,15.3100361011049,15.2567692639644,14.9378478067177,12.8400495355673,15.1789040498775,12.0695634596735,15.1851736337347,15.6317436144644,15.3577842358669,12.9753831642107,12.8035126975597,12.5438075631124,12.4370745978946,15.5795118302295,15.3904882504155,12.5635792143034,15.4502391795432,15.0558523598734,15.4273743394021,15.2477470215742,12.8400190987843,12.8427475567909,15.3399170183322,15.1770720944136,14.631401828564,15.703586187581,12.6438016472217,12.9774895621859,12.4235235233176,12.7009697640806,15.6229662315286,12.8834816266661,14.5083827740846,12.6487505092339,13.0043900494742,15.3040096608489,15.6348756573176,12.3567936533834,15.3350624956731,15.6823581101307,14.8878342805188,14.7337425918177,14.4384176812915,11.942975244802,13.0079800892242,12.9399026732126,14.6159193095435,12.4739291818168,12.4536144182134,14.2844333296568,15.2797115956009,14.691196057058,11.436608548004
hsa-miR-199a-5p,12.1242526522018,11.5676038947157,11.0670272810312,11.888916637583,11.7899917359255,12.2254811857217,12.0716173967588,10.9916023432306,11.3848737313669,12.3307808233368,11.9789030255791,11.2560956515978,11.422617744312,12.3854598452157,11.2228574022087,11.270926960817,10.7415412022482,11.5631674379431,11.644589679759,10.7325305475721,10.2381392732393,11.9012196125646,10.8968149494999,11.0873088465106,11.5393955638706,10.7638754998495,11.4948435463872,11.88658155593,11.0266294228502,10.5582809359561,10.7652825848153,11.1585759667427,11.9618210073877,11.4693790860429,9.92285633890605,10.8751796876909,10.7503734444561,11.2917850606103,11.0189695841021,12.0493941720734,12.0938797603757,12.4263531951435,12.1838536773193,11.1065172930934,11.1775165732545,12.5163817922718,11.5540149767964,11.5566730498522,11.7921608534031,11.9907545404084,11.2259369353632,12.4032979853274,12.3501194644509,11.7246466771455,11.7394778271334,11.2539302977522,11.473056934065,11.7780613748808,10.2800509954775,11.1723806648388,10.6885728860452,11.6910331888166,10.9755791018505,11.749760505466,11.7048083031024,10.2326067902015,12.1682365332672,12.0900373161299,11.7658835897203,11.8127416966084,10.9534943553412,10.7245283082067,10.9712427059661,11.2582434790169,11.5810732011027,11.232956793597,11.6713870057802,11.2253747695563,11.9781898525785,11.9040738517695,11.1708715301591,11.7087057587689,11.2368984954448,12.2663337311945,11.7524737689654,11.781813053295,11.6019186137994,11.3253278459675,11.3608391960845,10.1006182217429,11.1639467421108,12.0749988534806,11.467552795404,11.5320859634536,11.1877101884734,10.818032095713,10.6167114242318,12.1281483168869,11.1347199837547,10.8162532956581,11.2075838543143,11.7726724658237,11.8866821056085,12.1569343240977,11.0337520535149,11.1461295580599,11.7078842615891,11.4790295438818,11.0439177342161,12.0868027065917,10.8130664006298,11.1998675681763,10.7610759925417,11.0533694725498,11.9172723830003,10.910712520519,10.7390724433649,10.852274693912,11.3315124258827,11.6996933814859,12.309230100141,10.704848438274,11.433386073496,11.7593107768617,11.5502333751227,11.5646035860586,10.7156145391554,10.3155533802745,11.2273613057288,11.1678115168897,10.8914674691485,10.8268733016734,10.5124891803466,11.0065237012054,11.5114121820727,11.0611255260158,9.57373493873147
hsa-miR-199b-3p,15.6662622576534,15.3228232416283,12.9326259312479,15.8050315607741,15.4350455143475,15.4563990605392,15.8826431275729,12.8589463628301,13.1671925248125,15.7772222742591,15.3427749504366,12.6066020072089,13.1026305484084,15.5625948481657,12.7988692641008,13.0572064313075,12.5387230465407,15.3250572872696,15.3476328501957,14.6515958571268,12.1755327494952,15.5195602853374,12.6631706470034,12.7482714515295,13.2355312118723,12.4630805385943,13.1784035405375,15.336977099425,12.9115851189871,12.575612561077,12.5799013062588,12.5671163357992,15.7529324534419,12.8073877250826,11.6533751522929,14.4699232092047,12.5561045021908,13.2839411811939,12.9142037859514,15.8864567567153,15.4206736104349,15.7696317957975,15.4064372018101,12.8168331919809,12.9759632804445,15.653861188871,15.2961051363576,13.1731735358275,15.2289725861748,15.5432727776258,13.0470453141969,15.5784354351368,15.6557733910275,15.2957531723232,15.3525785564551,13.0050252223529,13.2198320317513,14.7882655710198,12.0614768192624,12.633372969404,12.1704446960414,13.2575325873587,12.7972018240981,15.1510955632318,15.2677770989295,12.2642922329127,15.6186297964001,15.616664514675,15.2929437609708,15.2936577816162,12.7537266450913,12.230448516672,12.6662631178764,13.1018309224421,15.6307076720857,13.0079272635621,15.2281233585822,12.823624356405,15.4324293211078,15.6187471937973,12.952839660231,15.4984024109188,12.7081596401078,15.4168934077699,15.320026591427,15.2286161107091,14.9236082269868,12.8398738239297,15.179639743438,12.0557665975235,15.1890315782848,15.6190559599829,15.3774721430855,12.9869203656626,12.8011382127321,12.5467653325632,12.4327589979517,15.6103241210314,15.3865732004121,12.5475802027094,15.498712753296,15.0414601799521,15.4401236311575,15.2728405107584,12.8317602577768,12.8411993878011,15.3479401650426,15.1885423450888,14.6295683794964,15.7274132368628,12.6367942924216,12.9863851355682,12.4322246131548,12.7015101752087,15.6342849591889,12.8764702444331,14.5373546463653,12.6520236573858,13.0026529629153,15.2806090491443,15.6335948555282,12.3545829711442,15.3051541727607,15.7082329165691,14.9289017363896,14.7648531243578,14.4431850713222,11.9430573366058,13.0054451026769,12.9400850949124,14.6534158219385,12.4759018365889,12.440531841372,14.301608473465,15.2978786708896,14.7132319759399,11.447627483622
hsa-miR-199b-5p,10.2606636389507,9.28108113595949,12.0875835455414,10.260057706949,10.0580095492736,10.6155902887047,10.5681638384607,11.6258677636938,12.0629456364795,10.1428478727438,10.4011360262621,11.8147015924902,11.9758785136684,10.3611233781985,11.8425513047013,12.0123984878351,11.5237133991843,9.6925609596594,9.93264635206726,9.49374368798502,10.6278330684007,10.2705165667775,11.7464723836807,12.001369046382,11.8033425818305,11.5521246892866,11.8578412918633,9.87064001206094,12.0190229849085,12.1485386650856,11.6113189062685,11.6802902090916,9.846927995297,12.0951224757958,10.690459962401,8.5235042494095,11.6560661658878,12.0772671018292,11.819363953578,10.3603927068025,10.2011927845183,10.7593605065708,10.3533029343085,11.7772736240269,12.2512666385427,10.9535421024488,9.24605982446165,12.1163835879855,9.57618327163009,10.2647752544042,11.8373514108686,10.9408576168177,9.65759072413393,10.0015378836547,10.1254308339561,12.0076095628724,12.2496106813882,9.72164806597558,10.9591251665969,11.6589260517802,10.9843902135032,12.0100966807562,12.0849487075856,9.82478755087406,10.1690096745265,10.8556542317636,10.1910874723953,9.86490681266415,9.83033229744715,9.50310687791243,12.2565797084226,11.3124327898784,11.1027224000987,11.7616716263464,9.77448465093081,12.0469830655603,9.59909061212411,11.9563849577802,10.1803056103139,10.5902350752642,12.2501487873268,9.87863076021121,11.6077882626136,10.2443666111393,10.0008613988348,9.65996279385653,9.48006835436095,11.7847252332196,9.44157046819732,10.6430874418041,9.53850517203459,10.4324384330029,9.69678691327079,11.6872878316419,11.953383829662,11.7127820851769,11.3326441607475,9.81829305430008,9.92796668619583,11.7116428967064,9.62262135359312,9.78319545223573,9.77120488818855,10.1717313260258,11.4406144916437,11.7687718779285,9.97981174430739,9.41319980761783,9.0657771681798,10.2391004982384,11.6416448295963,11.7843027801177,11.4228273065314,11.4259948091449,9.91155873180593,11.936780695623,8.79919343580247,11.976156144353,12.1245834772777,10.23114037288,10.2027097764899,11.3649316461261,9.09180689102727,9.56635480676406,9.19810504245966,9.62009869865035,8.94487820833391,11.4202989494264,11.609422339947,11.8331708932492,8.97517817553777,11.0007770631169,11.0335887555442,8.48569153790395,9.18049530395807,9.52507262577559,10.2077090759866
hsa-miR-19a-3p,NA,NA,6.32440506031693,NA,NA,NA,NA,6.18203300010753,6.13613537884728,NA,2.013118740917,6.84523293322946,6.21252268177898,NA,7.32092104402931,6.59707036025255,6.79165546848627,NA,NA,2.8498874982103,5.29190063341946,NA,7.26143130958,7.15669643022765,6.8181527531274,6.94348245178176,6.39156747440719,NA,5.90940861292701,4.64805137719361,6.64187816879095,7.60876033957267,NA,6.33896075370311,6.84575897182914,2.93854174868835,6.52125718229845,6.23032405017998,6.59208276151092,NA,NA,4.00113729184408,NA,6.01511062428975,5.51437844425529,NA,NA,5.93380585020898,NA,NA,7.00523722223556,NA,1.93649153542674,3.49903754312548,1.84466006382549,6.34698279221916,6.01306450102189,2.3729199117445,7.2669442857031,6.05738050282386,6.97948198030242,6.22713135504813,6.55099487739498,NA,1.97179298141647,5.432494608025,1.15491385984178,3.31031796098651,2.14383177026393,NA,6.39981529088641,6.29696371105172,6.79523340863342,6.16471615486196,NA,6.33987199751349,NA,5.85809709294307,2.14688260877645,NA,6.66295703809477,3.97174016460269,6.61472926036444,NA,NA,NA,NA,6.16012279371466,NA,6.22198053920714,NA,NA,NA,5.86343731222758,6.02961811868043,6.27865724437623,6.14221939424177,NA,3.61508373091148,4.7085654263437,NA,NA,NA,2.97205898118939,5.84852161713839,6.50930285072056,2.49599596704314,NA,NA,2.15163765698802,6.65832745397127,5.76969300136167,5.81039231060488,7.44423207879538,2.93427880830602,6.94278776207084,4.50641168657462,6.74987072060268,6.16650728775087,NA,NA,5.81489145245684,NA,NA,NA,NA,2.11198819416917,7.23845241183698,7.2991926943498,6.60234429567957,3.30275283356628,6.08054307878687,6.54516828318404,2.37716708112578,1.8585672090707,NA,7.15855166114291
hsa-miR-19a-5p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14474379267583,2.8498874982103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.90226145518709,NA,NA,NA,NA,NA,3.08486616438922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.971792981416474,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70302228837418,NA,2.10723751579444,NA,NA,NA,NA,NA,NA,NA,2.38615155471961,2.54102172113302,NA,NA,NA,NA,NA,NA,0.725243359320017,NA,NA,NA,NA,NA,2.61508373091148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64059577919494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hsa-miR-19b-1-5p,NA,NA,-1.29030478379828,NA,NA,NA,NA,-3.52705081244282,-3.8049122274933,NA,NA,NA,NA,NA,-2.00494653654611,-1.43497536667826,-1.22793525987161,NA,NA,NA,NA,NA,-2.7774876797123,-1.40808818855588,-1.0112176324537,-2.20244969403875,-1.09063545188877,NA,NA,-2.03142872231184,-2.42824277568587,-0.551110997205723,NA,-2.61523555668376,NA,2.93854174868835,-1.95244856732097,NA,-1.8611878724997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.63771700124478,NA,NA,NA,NA,NA,NA,NA,-0.439551732358093,NA,-0.137975601245758,NA,-3.16153212304485,NA,NA,NA,NA,NA,NA,NA,-1.41396590033062,-1.71426354437153,-2.11765592759654,-2.4463086424454,NA,-3.81621107877519,NA,-2.50530763792045,NA,NA,-2.84384639970088,NA,-2.01097958270003,NA,NA,NA,NA,-0.748269827059089,NA,NA,NA,NA,NA,NA,-1.45956084335092,-1.79414529016798,-0.735174304122248,NA,NA,NA,NA,NA,NA,NA,-2.01359910835011,-1.13352247438659,NA,NA,NA,NA,NA,-1.63331902221333,-0.593766724818395,-2.09621889096677,NA,-1.96810476409518,NA,-2.81998488772827,-1.64855572944199,NA,NA,-3.74925803752889,NA,NA,NA,NA,NA,NA,NA,-2.23159993485718,NA,-0.448887475359282,-0.927860938853976,NA,NA,NA,NA
hsa-miR-19b-2-5p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725243359320017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
